Faction,Section,Unit,Composition,Points
CODEX: GENESTEALER CULTS,Regular,Purestrain Genestealers,10 models,140
CODEX: GENESTEALER CULTS,Regular,Reductus Saboteur,1 model,65
CODEX: GENESTEALER CULTS,Regular,Sanctus,1 model,50
CODEX: GENESTEALER CULTS,Detachment Enhancement,Alien Majesty,Biosanctic Broodsurge,15
CODEX: GENESTEALER CULTS,Detachment Enhancement,Biomorph Adaptation,Biosanctic Broodsurge,25
CODEX: GENESTEALER CULTS,Detachment Enhancement,Mutagenic Regeneration,Biosanctic Broodsurge,10
CODEX: GENESTEALER CULTS,Detachment Enhancement,Predatory Instincts,Biosanctic Broodsurge,20
CODEX: GENESTEALER CULTS,Detachment Enhancement,Adaptive Reprisal,Brood Brother Auxilia,15
CODEX: GENESTEALER CULTS,Detachment Enhancement,Firepoint Commander,Brood Brother Auxilia,10
CODEX: GENESTEALER CULTS,Detachment Enhancement,Martial Espionage,Brood Brother Auxilia,25
CODEX: GENESTEALER CULTS,Detachment Enhancement,The Hero Returned,Brood Brother Auxilia,20
CODEX: GENESTEALER CULTS,Detachment Enhancement,Enraptured Damnation,Final Day,10
CODEX: GENESTEALER CULTS,Detachment Enhancement,Inhuman Integration,Final Day,20
CODEX: GENESTEALER CULTS,Detachment Enhancement,Synaptic Auger,Final Day,15
CODEX: GENESTEALER CULTS,Detachment Enhancement,Vanguard Tyrant,Final Day,25
CODEX: GENESTEALER CULTS,Detachment Enhancement,A Chink in Their Armour,Host of Ascension,20
CODEX: GENESTEALER CULTS,Detachment Enhancement,Assassination Edict,Host of Ascension,15
CODEX: GENESTEALER CULTS,Detachment Enhancement,Our Time Is Nigh,Host of Ascension,20
CODEX: GENESTEALER CULTS,Detachment Enhancement,Prowling Agitant,Host of Ascension,15
CODEX: GENESTEALER CULTS,Detachment Enhancement,Assault Commando,Outlander Claw,15
CODEX: GENESTEALER CULTS,Detachment Enhancement,Cartographic Data-leech,Outlander Claw,10
CODEX: GENESTEALER CULTS,Detachment Enhancement,Serpentine Tactics,Outlander Claw,10
CODEX: GENESTEALER CULTS,Detachment Enhancement,Starfall Shells,Outlander Claw,10
CODEX: GENESTEALER CULTS,Detachment Enhancement,Deeds That Speak to the Masses,Xenocreed Congregation,25
CODEX: GENESTEALER CULTS,Detachment Enhancement,Denunciator of Tyrants,Xenocreed Congregation,25
CODEX: GENESTEALER CULTS,Detachment Enhancement,Gene-sire’s Reliquant,Xenocreed Congregation,5
CODEX: GENESTEALER CULTS,Detachment Enhancement,Incendiary Inspiration,Xenocreed Congregation,15
CODEX: GREY KNIGHTS,Regular,Brother-Captain,1 model,90
CODEX: GREY KNIGHTS,Regular,Brotherhood Champion,1 model,70
CODEX: GREY KNIGHTS,Regular,Brotherhood Chaplain,1 model,65
CODEX: GREY KNIGHTS,Regular,Brotherhood Librarian,1 model,80
CODEX: GREY KNIGHTS,Regular,Brotherhood Techmarine,1 model,70
CODEX: GREY KNIGHTS,Regular,Brotherhood Terminator Squad,4 models,150
CODEX: GREY KNIGHTS,Regular,Brotherhood Terminator Squad,5 models,185
CODEX: GREY KNIGHTS,Regular,Brotherhood Terminator Squad,8 models,300
CODEX: GREY KNIGHTS,Regular,Brotherhood Terminator Squad,10 models,375
CODEX: GREY KNIGHTS,Regular,Castellan Crowe,1 model,90
CODEX: GREY KNIGHTS,Regular,Grand Master,1 model,95
CODEX: GREY KNIGHTS,Regular,Grand Master in Nemesis Dreadknight,1 model,225
CODEX: GREY KNIGHTS,Regular,Grand Master Voldus,1 model,110
CODEX: GREY KNIGHTS,Regular,Interceptor Squad,5 models,125
CODEX: GREY KNIGHTS,Regular,Interceptor Squad,10 models,250
CODEX: GREY KNIGHTS,Regular,Land Raider,1 model,220
CODEX: GREY KNIGHTS,Regular,Land Raider Crusader,1 model,220
CODEX: GREY KNIGHTS,Regular,Land Raider Redeemer,1 model,270
CODEX: GREY KNIGHTS,Regular,Nemesis Dreadknight,1 model,210
CODEX: GREY KNIGHTS,Regular,Paladin Squad,4 models,180
CODEX: GREY KNIGHTS,Regular,Paladin Squad,5 models,225
CODEX: GREY KNIGHTS,Regular,Paladin Squad,8 models,360
CODEX: GREY KNIGHTS,Regular,Paladin Squad,10 models,450
CODEX: GREY KNIGHTS,Regular,Purgation Squad,5 models,115
CODEX: GREY KNIGHTS,Regular,Purgation Squad,10 models,230
CODEX: GREY KNIGHTS,Regular,Purifier Squad,5 models,125
CODEX: GREY KNIGHTS,Regular,Purifier Squad,10 models,250
CODEX: GREY KNIGHTS,Regular,Razorback,1 model,85
CODEX: GREY KNIGHTS,Regular,Rhino,1 model,80
CODEX: GREY KNIGHTS,Regular,Stormhawk Interceptor,1 model,160
CODEX: GREY KNIGHTS,Regular,Stormraven Gunship,1 model,280
CODEX: GREY KNIGHTS,Regular,Stormtalon Gunship,1 model,170
CODEX: GREY KNIGHTS,Regular,Strike Squad,5 models,120
CODEX: GREY KNIGHTS,Regular,Strike Squad,10 models,240
CODEX: GREY KNIGHTS,Regular,Venerable Dreadnought,1 model,140
CODEX: GREY KNIGHTS,Forge World,Grey Knights Thunderhawk Gunship,1 model,805
CODEX: GREY KNIGHTS,Forge World,DETACHMENTENHANCEMENTS Augurium Task Force,A Foot in the Future,15
CODEX: GREY KNIGHTS,Forge World,DETACHMENTENHANCEMENTS Augurium Task Force,Doomseer’s Amulet,25
CODEX: GREY KNIGHTS,Forge World,DETACHMENTENHANCEMENTS Augurium Task Force,Grimoire of Conjunctions,10
CODEX: GREY KNIGHTS,Forge World,DETACHMENTENHANCEMENTS Augurium Task Force,Shield of Prophecy,20
CODEX: GREY KNIGHTS,Forge World,Banishers,Pyresoul,20
CODEX: GREY KNIGHTS,Forge World,Banishers,Sigil of the Hunt,10
CODEX: GREY KNIGHTS,Forge World,Banishers,The Ephemeral Tome,15
CODEX: GREY KNIGHTS,Forge World,Banishers,The Sixty-sixth Seal,25
CODEX: GREY KNIGHTS,Forge World,Brotherhood Strike,Banishing Wave,20
CODEX: GREY KNIGHTS,Forge World,Brotherhood Strike,Blinding Aura,10
CODEX: GREY KNIGHTS,Forge World,Brotherhood Strike,Purity of Purpose,15
CODEX: GREY KNIGHTS,Forge World,Brotherhood Strike,Tome of Forbidden Ways,25
CODEX: GREY KNIGHTS,Forge World,Hallowed Conclave,Eye of the Augurium,25
CODEX: GREY KNIGHTS,Forge World,Hallowed Conclave,Inescapable Judgement,20
CODEX: GREY KNIGHTS,Forge World,Hallowed Conclave,Nemesis Rounds,10
CODEX: GREY KNIGHTS,Forge World,Hallowed Conclave,Sanctic Reaper,15
CODEX: GREY KNIGHTS,Forge World,Sanctic Spearhead,Driven by Duty,10
CODEX: GREY KNIGHTS,Forge World,Sanctic Spearhead,Quickening Foci,15
CODEX: GREY KNIGHTS,Forge World,Sanctic Spearhead,Sigil of Exigence,30
CODEX: GREY KNIGHTS,Forge World,Sanctic Spearhead,Spiritus Machina,25
CODEX: GREY KNIGHTS,Forge World,Warpbane Task Force,Mandulian Reliquary,20
CODEX: GREY KNIGHTS,Forge World,Warpbane Task Force,Paragon of Sanctity,10
CODEX: GREY KNIGHTS,Forge World,Warpbane Task Force,Phial of the Abyss,25
CODEX: GREY KNIGHTS,Forge World,Warpbane Task Force,Radiant Champion,15
CODEX: IMPERIAL AGENTS,Regular,Aquila Kill Team,5 models,100
CODEX: IMPERIAL AGENTS,Regular,Aquila Kill Team,10 models,200
CODEX: IMPERIAL AGENTS,Regular,Callidus Assassin,1 model,100
CODEX: IMPERIAL AGENTS,Regular,Corvus Blackstar,1 model,180
CODEX: IMPERIAL AGENTS,Regular,Culexus Assassin,1 model,85
CODEX: IMPERIAL AGENTS,Regular,Deathwatch Kill Team,5 models,100
CODEX: IMPERIAL AGENTS,Regular,Deathwatch Kill Team,10 models,190
CODEX: IMPERIAL AGENTS,Regular,Eversor Assassin,1 model,110
CODEX: IMPERIAL AGENTS,Regular,Exaction Squad,11 models,90
CODEX: IMPERIAL AGENTS,Regular,Grey Knights Terminator Squad,5 models,190
CODEX: IMPERIAL AGENTS,Regular,Imperial Navy Breachers,10 models,90
CODEX: IMPERIAL AGENTS,Regular,Imperial Rhino,1 model,75
CODEX: IMPERIAL AGENTS,Regular,Inquisitor,1 model,55
CODEX: IMPERIAL AGENTS,Regular,Inquisitor Coteaz,1 model,75
CODEX: IMPERIAL AGENTS,Regular,InquisitorDraxus,1 model,75
CODEX: IMPERIAL AGENTS,Regular,Inquisitor Greyfax,1 model,65
CODEX: IMPERIAL AGENTS,Regular,Inquisitorial Agents,6 models,50
CODEX: IMPERIAL AGENTS,Regular,Inquisitorial Agents,12 models,100
CODEX: IMPERIAL AGENTS,Regular,Inquisitorial Chimera,1 model,70
CODEX: IMPERIAL AGENTS,Regular,Ministorum Priest,1 model,40
CODEX: IMPERIAL AGENTS,Regular,Navigator,1 model,60
CODEX: IMPERIAL AGENTS,Regular,Rogue Trader Entourage,4 models,75
CODEX: IMPERIAL AGENTS,Regular,Sanctifiers,9 models,100
CODEX: IMPERIAL AGENTS,Regular,Sisters of Battle Immolator,1 model,100
CODEX: IMPERIAL AGENTS,Regular,Subductor Squad,11 models,85
CODEX: IMPERIAL AGENTS,Regular,Vigilant Squad,11 models,85
CODEX: IMPERIAL AGENTS,Regular,Vindicare Assassin,1 model,110
CODEX: IMPERIAL AGENTS,Regular,Voidsmen-at-Arms,6 models,50
CODEX: IMPERIAL AGENTS,Regular,Watch Captain Artemis,1 model,65
CODEX: IMPERIAL AGENTS,Regular,Watch Master,1 model,95
CODEX: IMPERIAL AGENTS,Detachment Enhancement,Amulet of Auto-chastisement,Alien Hunters,25
CODEX: IMPERIAL AGENTS,Detachment Enhancement,Beacon Angelis,Alien Hunters,30
CODEX: IMPERIAL AGENTS,Detachment Enhancement,Blackweave Shroud,Alien Hunters,15
CODEX: IMPERIAL AGENTS,Detachment Enhancement,Universal Anathema,Alien Hunters,10
CODEX: IMPERIAL AGENTS,Detachment Enhancement,Daemon Slayer,Daemon Hunters,10
CODEX: IMPERIAL AGENTS,Detachment Enhancement,Formidable Resolve,Daemon Hunters,5
CODEX: IMPERIAL AGENTS,Detachment Enhancement,Gift of the Prescient,Daemon Hunters,20
CODEX: IMPERIAL AGENTS,Detachment Enhancement,Grimoire of True Names,Daemon Hunters,10
CODEX: IMPERIAL AGENTS,Detachment Enhancement,Clandestine Operation,Imperialis Fleet,15
CODEX: IMPERIAL AGENTS,Detachment Enhancement,Combat Landers,Imperialis Fleet,10
CODEX: IMPERIAL AGENTS,Detachment Enhancement,Digital Weapons,Imperialis Fleet,10
CODEX: IMPERIAL AGENTS,Detachment Enhancement,Fleetmaster,Imperialis Fleet,20
CODEX: IMPERIAL AGENTS,Detachment Enhancement,Ignis Judicium,Purgation Force,10
CODEX: IMPERIAL AGENTS,Detachment Enhancement,Liber Heresius,Purgation Force,10
CODEX: IMPERIAL AGENTS,Detachment Enhancement,No Escape,Purgation Force,25
CODEX: IMPERIAL AGENTS,Detachment Enhancement,Witch Hunter,Purgation Force,15
CODEX: IMPERIAL AGENTS,Detachment Enhancement,Decoy Targets,Veiled Blade Elimination Force,40
CODEX: IMPERIAL AGENTS,Detachment Enhancement,Esoteric Explosives,Veiled Blade Elimination Force,40
CODEX: IMPERIAL AGENTS,Detachment Enhancement,Intraneural Biotech,Veiled Blade Elimination Force,35
CODEX: IMPERIAL AGENTS,Detachment Enhancement,Micromelta Rounds,Veiled Blade Elimination Force,45
CODEX: IMPERIAL AGENTS,Detachment Enhancement,5 models,Aquila Kill Team,100
CODEX: IMPERIAL AGENTS,Detachment Enhancement,10 models,Aquila Kill Team,200
CODEX: IMPERIAL AGENTS,Detachment Enhancement,1 model,Callidus Assassin,100
CODEX: IMPERIAL AGENTS,Detachment Enhancement,1 model,Corvus Blackstar,180
CODEX: IMPERIAL AGENTS,Detachment Enhancement,1 model,Culexus Assassin,85
CODEX: IMPERIAL AGENTS,Detachment Enhancement,5 models,Deathwatch Kill Team,100
CODEX: IMPERIAL AGENTS,Detachment Enhancement,10 models,Deathwatch Kill Team,200
CODEX: IMPERIAL AGENTS,Detachment Enhancement,1 model,Eversor Assassin,120
CODEX: IMPERIAL AGENTS,Detachment Enhancement,11 models,Exaction Squad,90
CODEX: IMPERIAL AGENTS,Detachment Enhancement,5 models,Grey Knights Terminator Squad,210
CODEX: IMPERIAL AGENTS,Detachment Enhancement,10 models,Imperial Navy Breachers,90
CODEX: IMPERIAL AGENTS,Detachment Enhancement,1 model,Inquisitor,65
CODEX: IMPERIAL AGENTS,Detachment Enhancement,1 model,Inquisitor Coteaz,95
CODEX: IMPERIAL AGENTS,Detachment Enhancement,1 model,Inquisitor Draxus,110
CODEX: IMPERIAL AGENTS,Detachment Enhancement,1 model,Inquisitor Greyfax,65
CODEX: IMPERIAL AGENTS,Detachment Enhancement,6 models,Inquisitorial Agents,60
CODEX: IMPERIAL AGENTS,Detachment Enhancement,12 models,Inquisitorial Agents,120
CODEX: IMPERIAL AGENTS,Detachment Enhancement,1 model,Inquisitorial Chimera,70
CODEX: IMPERIAL AGENTS,Detachment Enhancement,1 model,Ministorum Priest,40
CODEX: IMPERIAL AGENTS,Detachment Enhancement,1 model,Navigator,75
CODEX: IMPERIAL AGENTS,Detachment Enhancement,4 models,Rogue Trader Entourage,105
CODEX: IMPERIAL AGENTS,Detachment Enhancement,1 model,Sisters of Battle Immolator,115
CODEX: IMPERIAL AGENTS,Detachment Enhancement,1 model,Sisters of Battle Squad,115
CODEX: IMPERIAL AGENTS,Detachment Enhancement,11 models,Subductor Squad,100
CODEX: IMPERIAL AGENTS,Detachment Enhancement,11 models,Vigilant Squad,85
CODEX: IMPERIAL AGENTS,Detachment Enhancement,1 model,Vindicare Assassin,125
CODEX: IMPERIAL AGENTS,Detachment Enhancement,6 models,Voidsmen-at-Arms,70
CODEX: IMPERIAL AGENTS,Detachment Enhancement,1 model,Watch Captain Artemis,65
CODEX: IMPERIAL AGENTS,Detachment Enhancement,1 model,Watch Master,105
CODEX: IMPERIAL KNIGHTS,Regular,Armiger Helverin,1 model,135
CODEX: IMPERIAL KNIGHTS,Regular,Armiger Warglaive,1 model,140
CODEX: IMPERIAL KNIGHTS,Regular,Canis Rex,1 model,415
CODEX: IMPERIAL KNIGHTS,Regular,Knight Castellan,1 model,410
CODEX: IMPERIAL KNIGHTS,Regular,Knight Crusader,1 model,385
CODEX: IMPERIAL KNIGHTS,Regular,Knight Defender,1 model,415
CODEX: IMPERIAL KNIGHTS,Regular,Knight Errant,1 model,355
CODEX: IMPERIAL KNIGHTS,Regular,Knight Gallant,1 model,355
CODEX: IMPERIAL KNIGHTS,Regular,Knight Paladin,1 model,375
CODEX: IMPERIAL KNIGHTS,Regular,Knight Preceptor,1 model,365
CODEX: IMPERIAL KNIGHTS,Regular,Knight Valiant,1 model,410
CODEX: IMPERIAL KNIGHTS,Regular,Knight Warden,1 model,375
CODEX: IMPERIAL KNIGHTS,Forge World,Acastus Knight Asterius,1 model,765
CODEX: IMPERIAL KNIGHTS,Forge World,Acastus Knight Porphyrion,1 model,700
CODEX: IMPERIAL KNIGHTS,Forge World,Armiger Moirax,1 model,150
CODEX: IMPERIAL KNIGHTS,Forge World,Cerastus Knight Acheron,1 model,395
CODEX: IMPERIAL KNIGHTS,Forge World,Cerastus Knight Atrapos,1 model,405
CODEX: IMPERIAL KNIGHTS,Forge World,Cerastus Knight Castigator,1 model,395
CODEX: IMPERIAL KNIGHTS,Forge World,Cerastus Knight Lancer,1 model,395
CODEX: IMPERIAL KNIGHTS,Forge World,Questoris Knight Magaera,1 model,385
CODEX: IMPERIAL KNIGHTS,Forge World,Questoris Knight Styrix,1 model,385
CODEX: IMPERIAL KNIGHTS,Detachment Enhancement,Acquisitor-at-Arms,Gate Warden Lance,15
CODEX: IMPERIAL KNIGHTS,Detachment Enhancement,Augury Halo,Gate Warden Lance,20
CODEX: IMPERIAL KNIGHTS,Detachment Enhancement,Purgation’s Hand,Gate Warden Lance,20
CODEX: IMPERIAL KNIGHTS,Detachment Enhancement,Vengeful Tread,Gate Warden Lance,15
CODEX: IMPERIAL KNIGHTS,Detachment Enhancement,Knight of the Opus Machina,Questor Forgepact,20
CODEX: IMPERIAL KNIGHTS,Detachment Enhancement,Magos Questoris,Questor Forgepact,35
CODEX: IMPERIAL KNIGHTS,Detachment Enhancement,Omnissian Champion,Questor Forgepact,30
CODEX: IMPERIAL KNIGHTS,Detachment Enhancement,Vocifer Magniflcat,Questor Forgepact,15
CODEX: IMPERIAL KNIGHTS,Detachment Enhancement,Crushing Condemnation,Questoris Companions,10
CODEX: IMPERIAL KNIGHTS,Detachment Enhancement,Herald of Triumph,Questoris Companions,15
CODEX: IMPERIAL KNIGHTS,Detachment Enhancement,Pennant of Silvered Fury,Questoris Companions,15
CODEX: IMPERIAL KNIGHTS,Detachment Enhancement,Wyrmslayer Divination,Questoris Companions,10
CODEX: IMPERIAL KNIGHTS,Detachment Enhancement,Fables of Nightmare,Spearhead-At-Arms,10
CODEX: IMPERIAL KNIGHTS,Detachment Enhancement,Martial Tuition,Spearhead-At-Arms,15
CODEX: IMPERIAL KNIGHTS,Detachment Enhancement,Mentor’s Pride,Spearhead-At-Arms,20
CODEX: IMPERIAL KNIGHTS,Detachment Enhancement,Tales of Heroism,Spearhead-At-Arms,10
CODEX: IMPERIAL KNIGHTS,Detachment Enhancement,Bearer of the Evanescent Ion,Valourstrike Lance,15
CODEX: IMPERIAL KNIGHTS,Detachment Enhancement,Bearer of the Iron Chalice,Valourstrike Lance,20
CODEX: IMPERIAL KNIGHTS,Detachment Enhancement,Bearer of the Judicant’s Helm,Valourstrike Lance,25
CODEX: IMPERIAL KNIGHTS,Detachment Enhancement,Bearer of the Lancer’s Sigil,Valourstrike Lance,25
CODEX: LEAGUES OF VOTANN,Regular,Arkanyst Evaluator,1 model,65
CODEX: LEAGUES OF VOTANN,Regular,Berehk Stornbröw Brôkhyr Iron-master Brôkhyr Thunderkyn,3 models,80
CODEX: LEAGUES OF VOTANN,Regular,Berehk Stornbröw Brôkhyr Iron-master Brôkhyr Thunderkyn,6 models,160
CODEX: LEAGUES OF VOTANN,Regular,Buri Aegnirssen,1 model,95
CODEX: LEAGUES OF VOTANN,Regular,Cthonian Beserks,5 models,100
CODEX: LEAGUES OF VOTANN,Regular,Cthonian Beserks,10 models,200
CODEX: LEAGUES OF VOTANN,Regular,Cthonian Earthshakers,2 models,110
CODEX: LEAGUES OF VOTANN,Regular,Einhyr Champion,1 model,70
CODEX: LEAGUES OF VOTANN,Regular,Einhyr Hearthguard,5 models,135
CODEX: LEAGUES OF VOTANN,Regular,Einhyr Hearthguard,10 models,270
CODEX: LEAGUES OF VOTANN,Regular,Grimnyr,3 models,65
CODEX: LEAGUES OF VOTANN,Regular,Hearthkyn Warriors,10 models,100
CODEX: LEAGUES OF VOTANN,Regular,Hekaton Land Fortress,1 model,240
CODEX: LEAGUES OF VOTANN,Regular,Hernkyn Pioneers,3 models,80
CODEX: LEAGUES OF VOTANN,Regular,Hernkyn Pioneers,6 models,160
CODEX: LEAGUES OF VOTANN,Regular,Hernkyn Yaegirs,10 models,90
CODEX: LEAGUES OF VOTANN,Regular,Ironkin Steeljacks with Heavy Volkanite Disintegrators,3 models,85
CODEX: LEAGUES OF VOTANN,Regular,Ironkin Steeljacks with Heavy Volkanite Disintegrators,6 models,170
CODEX: LEAGUES OF VOTANN,Regular,Ironkin Steeljacks with Melee Weapons,3 models,85
CODEX: LEAGUES OF VOTANN,Regular,Ironkin Steeljacks with Melee Weapons,6 models,170
CODEX: LEAGUES OF VOTANN,Regular,Kâhl,1 model,65
CODEX: LEAGUES OF VOTANN,Regular,Kapricus Carrier,1 model,75
CODEX: LEAGUES OF VOTANN,Regular,Kapricus Defenders,1 model,70
CODEX: LEAGUES OF VOTANN,Regular,Kapricus Defenders,2 models,140
CODEX: LEAGUES OF VOTANN,Regular,Memnyr Strategist,1 model,45
CODEX: LEAGUES OF VOTANN,Regular,Sagitaur,1 model,90
CODEX: LEAGUES OF VOTANN,Regular,Ûthar the Destined,1 model,95
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Precursive Judgement,Brandfast Oathband,15
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Signature Restoration,Brandfast Oathband,5
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Tactical Alchemy,Brandfast Oathband,10
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Trivärg Cyber Implant,Brandfast Oathband,40
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Dêlvwerke Navigator,Dêlve Assault Shift,25
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Multiwave System Jammer,Dêlve Assault Shift,10
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Piledriver,Dêlve Assault Shift,15
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Quake Supervisor,Dêlve Assault Shift,20
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Bastion Shield,Hearthband,25
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,High Kâhl,Hearthband,30
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Ironskein,Hearthband,10
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Quake Multigenerator,Hearthband,15
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Calculated Tenacity,Hearthfyre Arsenal,15
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Fârstrydr Node,Hearthfyre Arsenal,20
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Graviton Vault,Hearthfyre Arsenal,5
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Mantle of Elders,Hearthfyre Arsenal,10
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Asset Manipulator,Mercenary Oathband,25
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Etacarn SB9 Targeting Implant,Mercenary Oathband,15
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Mercenary Prospector,Mercenary Oathband,20
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Metaphysical Brokerage,Mercenary Oathband,20
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Ancestral Crest,Needgaârd Oathband,15
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Dead Reckoning,Needgaârd Oathband,10
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Iron Ambassador,Needgaârd Oathband,5
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Oathbound Speculator,Needgaârd Oathband,30
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Eye for Weakness,Persecution Prospect,25
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Nomad Strategist,Persecution Prospect,20
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Surgical Saboteur,Persecution Prospect,10
CODEX: LEAGUES OF VOTANN,Detachment Enhancement,Writ of Acquisition,Persecution Prospect,10
CODEX: NECRONS,Regular,Annihilation Barge,1 model,105
CODEX: NECRONS,Regular,C’tan Shard of the Deceiver,1 model,295
CODEX: NECRONS,Regular,C’tan Shard of the Nightbringer,1 model,325
CODEX: NECRONS,Regular,C’tan Shard of the Void Dragon,1 model,320
CODEX: NECRONS,Regular,Canoptek Doomstalker,1 model,140
CODEX: NECRONS,Regular,Canoptek Macrocytes,5 models,85
CODEX: NECRONS,Regular,Canoptek Reanimator,1 model,75
CODEX: NECRONS,Regular,Canoptek Scarab Swarms,3 models,40
CODEX: NECRONS,Regular,Canoptek Scarab Swarms,6 models,80
CODEX: NECRONS,Regular,Canoptek Spyders,1 model,75
CODEX: NECRONS,Regular,Canoptek Spyders,2 models,150
CODEX: NECRONS,Regular,Canoptek Tomb Crawlers,2 models,50
CODEX: NECRONS,Regular,Canoptek Wraiths,3 models,110
CODEX: NECRONS,Regular,Canoptek Wraiths,6 models,220
CODEX: NECRONS,Regular,Catacomb CommandBarge,1 model,120
CODEX: NECRONS,Regular,Chronomancer,1 model,65
CODEX: NECRONS,Regular,Convergence of Dominion,1 model,60
CODEX: NECRONS,Regular,Convergence of Dominion,2 models,120
CODEX: NECRONS,Regular,Convergence of Dominion,3 models,180
CODEX: NECRONS,Regular,Cryptothralls,2 models,60
CODEX: NECRONS,Regular,Deathmarks,5 models,60
CODEX: NECRONS,Regular,Deathmarks,10 models,120
CODEX: NECRONS,Regular,Doom Scythe,1 model,230
CODEX: NECRONS,Regular,Doomsday Ark,1 model,200
CODEX: NECRONS,Regular,Flayed Ones,5 models,60
CODEX: NECRONS,Regular,Flayed Ones,10 models,120
CODEX: NECRONS,Regular,Geomancer,1 model,75
CODEX: NECRONS,Regular,Ghost Ark,1 model,115
CODEX: NECRONS,Regular,Hexmark Destroyer,1 model,75
CODEX: NECRONS,Regular,Illuminor Szeras,1 model,165
CODEX: NECRONS,Regular,Immortals,5 models,70
CODEX: NECRONS,Regular,Immortals,10 models,150
CODEX: NECRONS,Regular,Imotekh the Stormlord,1 model,100
CODEX: NECRONS,Regular,Lokhust Destroyers,1 model,40
CODEX: NECRONS,Regular,Lokhust Destroyers,2 models,60
CODEX: NECRONS,Regular,Lokhust Destroyers,3 models,90
CODEX: NECRONS,Regular,Lokhust Destroyers,6 models,180
CODEX: NECRONS,Regular,Lokhust Heavy Destroyers,1 model,55
CODEX: NECRONS,Regular,Lokhust Heavy Destroyers,2 models,110
CODEX: NECRONS,Regular,Lokhust Heavy Destroyers,3 models,165
CODEX: NECRONS,Regular,Lokhust Lord,1 model,80
CODEX: NECRONS,Regular,Lychguard,5 models,85
CODEX: NECRONS,Regular,Lychguard,10 models,170
CODEX: NECRONS,Regular,Monolith,1 model,400
CODEX: NECRONS,Regular,Necron Warriors,10 models,90
CODEX: NECRONS,Regular,Necron Warriors,20 models,200
CODEX: NECRONS,Regular,Nekrosor Ammentar,1 model,185
CODEX: NECRONS,Regular,Night Scythe,1 model,145
CODEX: NECRONS,Regular,Obelisk,1 model,300
CODEX: NECRONS,Regular,Ophydian Destroyers,3 models,80
CODEX: NECRONS,Regular,Ophydian Destroyers,6 models,160
CODEX: NECRONS,Regular,Orikan the Diviner,1 model,80
CODEX: NECRONS,Regular,Overlord,1 model,85
CODEX: NECRONS,Regular,Overlord with Translocation Shroud,1 model,85
CODEX: NECRONS,Regular,Plasmancer,1 model,55
CODEX: NECRONS,Regular,Psychomancer,1 model,55
CODEX: NECRONS,Regular,Royal Warden,1 model,50
CODEX: NECRONS,Regular,Skorpekh Destroyers,3 models,90
CODEX: NECRONS,Regular,Skorpekh Destroyers,6 models,180
CODEX: NECRONS,Regular,Skorpekh Lord,1 model,90
CODEX: NECRONS,Regular,Technomancer,1 model,80
CODEX: NECRONS,Regular,Tesseract Vault,1 model,425
CODEX: NECRONS,Regular,The Silent King,3 models,400
CODEX: NECRONS,Regular,Tomb Blades,3 models,75
CODEX: NECRONS,Regular,Tomb Blades,6 models,150
CODEX: NECRONS,Regular,Transcendent C’tan,1 model,315
CODEX: NECRONS,Regular,Trazyn the Infinite,1 model,75
CODEX: NECRONS,Regular,Triarch Praetorians,5 models,90
CODEX: NECRONS,Regular,Triarch Praetorians,10 models,180
CODEX: NECRONS,Regular,Triarch Stalker,1 model,110
CODEX: NECRONS,Forge World,Seraptek Heavy Construct,1 model,540
CODEX: NECRONS,Detachment Enhancement,Eldritch Nightmare,Annihilation Legion,15
CODEX: NECRONS,Detachment Enhancement,Eternal Madness,Annihilation Legion,25
CODEX: NECRONS,Detachment Enhancement,Ingrained Superiority,Annihilation Legion,10
CODEX: NECRONS,Detachment Enhancement,Soulless Reaper,Annihilation Legion,20
CODEX: NECRONS,Detachment Enhancement,Enaegic Dermal Bond,Awakened Dynasty,30
